qseqid,sseqid,qstart,qend,sstart,send,evalue,bitscore,pident,qcovs,accession,taxonomy,fam,spec,barcode,group,Specific,reads,barcode,total,obs_perc,exp_group,obs_group,Pellet_ ID,Primer,Extract,Location,Morph_ID,Expected,Expected_main,exp_ind
consensus_SQK-RBK114-96_barcode92_0_22(3058),gi|2548195263|gb|CP130042.1|,12,301,1417157,1416868,1.36E-147,536,100,96,CP130042.1,Flavobacterium pectinovorum,Flavobacterium,pectinovorum,92,Other,Bacteria,3058,92,26999,0.113263454,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_15(45),gi|2653376484|gb|CP142422.1|,1,115,1481045,1481159,7.87E-51,213,100,100,CP142422.1,Chryseobacterium sp. MYb264,Chryseobacterium,sp.,92,Other,Bacteria,45,92,26999,0.001666728,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Petrel,0
consensus_SQK-RBK114-96_barcode92_0_105(9),gi|2243791475|emb|OW971873.1|,7,163,1593,1437,2.63E-72,285,99.363,96,OW971873.1,Mucor piriformis,Mucor,piriformis,92,Other,Bacteria,9,92,26999,0.000333346,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_36(337),gi|1519576354|gb|CP033934.1|,11,324,118018,118331,6.77E-161,580,100,96,CP033934.1,Chryseobacterium balustinum,Chryseobacterium,balustinum,92,Other,Bacteria,337,92,26999,0.012481944,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_68(74),gi|2745759270|dbj|AP031610.1|,6,195,1292135,1291946,3.18E-92,351,100,97,AP031610.1,Elizabethkingia anophelis,Elizabethkingia,anophelis,92,Other,Bacteria,74,92,26999,0.002740842,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_27(22),gi|2243791475|emb|OW971873.1|,1,180,1625,1805,4.88E-85,327,99.448,100,OW971873.1,Mucor piriformis,Mucor,piriformis,92,Other,Bacteria,22,92,26999,0.000814845,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_89(171),gi|2548163737|gb|CP130045.1|,3,170,882601,882434,4.58E-80,311,100,98,CP130045.1,Flavobacterium sp. ZE23DGlu08,Flavobacterium,sp.,92,Other,Bacteria,171,92,26999,0.006333568,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Petrel,0
consensus_SQK-RBK114-96_barcode92_0_25(378),gi|2548195263|gb|CP130042.1|,1,250,1416919,1417169,8.85E-124,457,99.602,99,CP130042.1,Flavobacterium pectinovorum,Flavobacterium,pectinovorum,92,Other,Bacteria,378,92,26999,0.014000519,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_35(240),gi|2558593430|gb|CP131572.1|,19,68,888714,888665,1.19E-14,93.5,100,83,CP131572.1,Photobacterium leiognathi subsp. mandapamensis,Photobacterium,leiognathi,92,Other,Bacteria,240,92,26999,0.008889218,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_54(63),gi|2653376484|gb|CP142422.1|,1,172,1481060,1480888,1.29E-80,313,99.422,100,CP142422.1,Chryseobacterium sp. MYb264,Chryseobacterium,sp.,92,Other,Bacteria,63,92,26999,0.00233342,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_16(159),gi|1519576354|gb|CP033934.1|,1,151,118106,117956,1.11E-70,279,100,100,CP033934.1,Chryseobacterium balustinum,Chryseobacterium,balustinum,92,Other,Bacteria,159,92,26999,0.005889107,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_46(77),gi|2746294705|dbj|AP031573.1|,1,116,1021,1136,2.22E-51,215,100,100,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,92,Other,Bacteria,77,92,26999,0.002851957,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Petrel,0
consensus_SQK-RBK114-96_barcode92_0_8(368),gi|2746294705|dbj|AP031573.1|,1,115,1037,1151,7.87E-51,213,100,100,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,92,Other,Bacteria,368,92,26999,0.013630134,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Petrel,0
consensus_SQK-RBK114-96_barcode92_0_94(44),gi|1519514830|gb|CP033917.1|,1,231,578307,578538,1.37E-111,416,99.138,99,CP033917.1,Chryseobacterium sp. G0201,Chryseobacterium,sp.,92,Other,Bacteria,44,92,26999,0.00162969,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_82(114),gi|2548195263|gb|CP130042.1|,1,143,1417164,1417021,1.35E-64,259,99.306,100,CP130042.1,Flavobacterium pectinovorum,Flavobacterium,pectinovorum,92,Other,Bacteria,114,92,26999,0.004222379,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_26(156),gi|2324023887|gb|CP110009.1|,1,154,1596764,1596611,2.45E-72,285,100,100,CP110009.1,Flavobacterium sp. N3904,Flavobacterium,sp.,92,Other,Bacteria,156,92,26999,0.005777992,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_93(35),gi|2243791475|emb|OW971873.1|,4,281,1714,1436,1.28E-137,503,99.283,98,OW971873.1,Mucor piriformis,Mucor,piriformis,92,Other,Bacteria,35,92,26999,0.001296344,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_83(26),gi|2243791475|emb|OW971873.1|,2,316,1488,1803,8.48E-160,577,99.684,99,OW971873.1,Mucor piriformis,Mucor,piriformis,92,Other,Bacteria,26,92,26999,0.000962999,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_40(113),gi|2324023966|gb|CP110013.1|,1,132,94646,94777,3.38E-60,244,100,100,CP110013.1,Flavobacterium sp. N503310,Flavobacterium,sp.,92,Other,Bacteria,113,92,26999,0.00418534,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_2(335),gi|2746294705|dbj|AP031573.1|,7,177,944,774,1.04E-81,316,100,96,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,92,Other,Bacteria,335,92,26999,0.012407867,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_119(29),gi|2746294705|dbj|AP031573.1|,2,150,963,815,1.42E-69,276,100,99,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,92,Other,Bacteria,29,92,26999,0.001074114,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_121(22),gi|2324023966|gb|CP110013.1|,70,304,94646,94880,5.17E-117,435,100,77,CP110013.1,Flavobacterium sp. N503310,Flavobacterium,sp.,92,Other,Bacteria,22,92,26999,0.000814845,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_137(98),gi|2324023936|gb|CP110011.1|,1,230,152805,153034,4.88E-111,414,99.134,100,CP110011.1,Flavobacterium sp. N502536,Flavobacterium,sp.,92,Other,Bacteria,98,92,26999,0.003629764,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_130(45),gi|1519576354|gb|CP033934.1|,1,260,118262,118003,5.52E-131,481,100,99,CP033934.1,Chryseobacterium balustinum,Chryseobacterium,balustinum,92,Other,Bacteria,45,92,26999,0.001666728,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_24(204),gi|1519576354|gb|CP033934.1|,7,221,118171,117956,2.18E-104,392,99.537,97,CP033934.1,Chryseobacterium balustinum,Chryseobacterium,balustinum,92,Other,Bacteria,204,92,26999,0.007555835,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_10(27),gi|2186949574|gb|CP084579.1|,4,149,464984,464839,3.05E-66,265,99.315,100,CP084579.1,Chryseobacterium sp. MEBOG07,Chryseobacterium,sp.,92,Other,Bacteria,27,92,26999,0.001000037,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_122(570),gi|2548195263|gb|CP130042.1|,1,228,1417020,1417245,2.24E-109,409,99.123,100,CP130042.1,Flavobacterium pectinovorum,Flavobacterium,pectinovorum,92,Other,Bacteria,570,92,26999,0.021111893,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_80(61),gi|2746294705|dbj|AP031573.1|,4,104,1024,1124,4.12E-43,187,100,97,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,92,Other,Bacteria,61,92,26999,0.002259343,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Petrel,0
consensus_SQK-RBK114-96_barcode92_0_48(183),gi|2548195263|gb|CP130042.1|,3,241,1416956,1417194,5.15E-111,414,97.925,99,CP130042.1,Flavobacterium pectinovorum,Flavobacterium,pectinovorum,92,Other,Bacteria,183,92,26999,0.006778029,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_13(24),gi|2243791475|emb|OW971873.1|,1,109,1787,1679,1.58E-47,202,100,100,OW971873.1,Mucor piriformis,Mucor,piriformis,92,Other,Bacteria,24,92,26999,0.000888922,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_57(125),gi|2548195263|gb|CP130042.1|,1,182,1417164,1416983,3.83E-86,331,99.451,99,CP130042.1,Flavobacterium pectinovorum,Flavobacterium,pectinovorum,92,Other,Bacteria,125,92,26999,0.004629801,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_3(387),gi|1481170622|gb|CP023642.1|,6,137,1127584,1127715,3.56E-60,244,100,96,CP023642.1,Flavobacterium anhuiense,Flavobacterium,anhuiense,92,Other,Bacteria,387,92,26999,0.014333864,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_129(11),gi|2243791475|emb|OW971873.1|,6,283,1522,1800,2.79E-139,508,99.642,97,OW971873.1,Mucor piriformis,Mucor,piriformis,92,Other,Bacteria,11,92,26999,0.000407422,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_51(104),gi|2746294705|dbj|AP031573.1|,1,104,1048,1151,8.84E-45,193,100,100,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,92,Other,Bacteria,104,92,26999,0.003851995,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_53(28),gi|1519576354|gb|CP033934.1|,3,205,118257,118055,2.00E-99,375,100,99,CP033934.1,Chryseobacterium balustinum,Chryseobacterium,balustinum,92,Other,Bacteria,28,92,26999,0.001037075,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_31(97),gi|2746294705|dbj|AP031573.1|,1,143,793,935,2.89E-66,265,100,100,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,92,Other,Bacteria,97,92,26999,0.003592726,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_21(387),gi|1519514830|gb|CP033917.1|,2,279,578244,578521,5.88E-141,514,100,99,CP033917.1,Chryseobacterium sp. G0201,Chryseobacterium,sp.,92,Other,Bacteria,387,92,26999,0.014333864,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_135(267),gi|1519576354|gb|CP033934.1|,1,369,118328,117960,0,682,100,99,CP033934.1,Chryseobacterium balustinum,Chryseobacterium,balustinum,92,Other,Bacteria,267,92,26999,0.009889255,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_76(19),gi|1387629853|gb|CP029187.1|,2,130,1582079,1581951,1.55E-53,222,97.674,99,CP029187.1,Flavobacterium pallidum,Flavobacterium,pallidum,92,Other,Bacteria,19,92,26999,0.00070373,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_132(41),gi|2243791475|emb|OW971873.1|,1,152,1651,1803,1.46E-69,276,99.346,99,OW971873.1,Mucor piriformis,Mucor,piriformis,92,Other,Bacteria,41,92,26999,0.001518575,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_95(9),gi|909719411|gb|KR809877.1|,1,136,2983,3118,9.80E-61,246,99.265,100,KR809877.1,Mucor lusitanicus,Mucor,lusitanicus,92,Other,Bacteria,9,92,26999,0.000333346,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_6(14),gi|909719411|gb|KR809877.1|,1,113,3006,3118,4.62E-48,204,99.115,100,KR809877.1,Mucor lusitanicus,Mucor,lusitanicus,92,Other,Bacteria,14,92,26999,0.000518538,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_71(31),gi|2625487128|gb|CP139139.1|,1,128,140648,140521,5.43E-58,237,100,100,CP139139.1,Chryseobacterium sp. HR92,Chryseobacterium,sp.,92,Other,Bacteria,31,92,26999,0.001148191,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_118(3087),gi|2619744541|gb|CP137891.1|,2,233,29873,30104,1.77E-115,429,100,99,CP137891.1,Flavobacterium ardleyense,Flavobacterium,ardleyense,92,Other,Bacteria,3087,92,26999,0.114337568,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_114(11),gi|2243791475|emb|OW971873.1|,1,132,1608,1741,2.06E-57,235,98.507,99,OW971873.1,Mucor piriformis,Mucor,piriformis,92,Other,Bacteria,11,92,26999,0.000407422,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_87(41),gi|2735000326|gb|CP152475.1|,2,149,1826534,1826681,5.07E-69,274,100,99,CP152475.1,Chryseobacterium sp. POE27,Chryseobacterium,sp.,92,Other,Bacteria,41,92,26999,0.001518575,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Petrel,0
consensus_SQK-RBK114-96_barcode92_0_97(19),gi|2243791475|emb|OW971873.1|,1,260,1545,1805,2.55E-129,475,99.617,100,OW971873.1,Mucor piriformis,Mucor,piriformis,92,Other,Bacteria,19,92,26999,0.00070373,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_104(629),gi|2548195263|gb|CP130042.1|,1,177,1417069,1417245,4.78E-85,327,100,100,CP130042.1,Flavobacterium pectinovorum,Flavobacterium,pectinovorum,92,Other,Bacteria,629,92,26999,0.023297159,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_66(22),gi|2745759270|dbj|AP031610.1|,1,126,1291946,1292071,6.87E-57,233,100,100,AP031610.1,Elizabethkingia anophelis,Elizabethkingia,anophelis,92,Other,Bacteria,22,92,26999,0.000814845,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_55(47),gi|2243791475|emb|OW971873.1|,1,364,1803,1439,0,662,99.452,99,OW971873.1,Mucor piriformis,Mucor,piriformis,92,Other,Bacteria,47,92,26999,0.001740805,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_136(82),gi|2746294705|dbj|AP031573.1|,5,117,885,773,1.04E-49,209,100,96,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,92,Other,Bacteria,82,92,26999,0.00303715,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Petrel,0
consensus_SQK-RBK114-96_barcode92_0_72(938),gi|1850342179|gb|CP054141.1|,1,213,87227,87439,5.86E-105,394,100,99,CP054141.1,Flavobacterium sp. M31R6,Flavobacterium,sp.,92,Other,Bacteria,938,92,26999,0.034742027,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Petrel,0
consensus_SQK-RBK114-96_barcode92_0_74(117),gi|1818223938|gb|CP049329.1|,2,197,70977,71174,8.95E-93,353,98.99,99,CP049329.1,Flavobacterium sp. Sr18,Flavobacterium,sp.,92,Other,Bacteria,117,92,26999,0.004333494,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_70(38),gi|909719411|gb|KR809877.1|,1,203,3118,2916,9.21E-98,370,99.507,100,KR809877.1,Mucor lusitanicus,Mucor,lusitanicus,92,Other,Bacteria,38,92,26999,0.00140746,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_139(32),gi|2324023887|gb|CP110009.1|,5,125,1596704,1596584,4.18E-54,224,100,95,CP110009.1,Flavobacterium sp. N3904,Flavobacterium,sp.,92,Other,Bacteria,32,92,26999,0.001185229,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Petrel,0
consensus_SQK-RBK114-96_barcode92_0_9(65),gi|2689102437|gb|CP145904.1|,1,112,1302962,1303073,3.52E-49,207,100,100,CP145904.1,Flavobacterium sp. KS-LB2,Flavobacterium,sp.,92,Other,Bacteria,65,92,26999,0.002407497,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_134(29),gi|2428672224|gb|CP115464.1|,5,293,3071592,3071303,2.21E-145,529,99.655,98,CP115464.1,Brevundimonas sp. NIBR10,Brevundimonas,sp.,92,Other,Bacteria,29,92,26999,0.001074114,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_41(21),gi|2746294705|dbj|AP031573.1|,1,133,823,955,9.51E-61,246,100,100,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,92,Other,Bacteria,21,92,26999,0.000777807,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Petrel,0
consensus_SQK-RBK114-96_barcode92_0_7(78),gi|2746294705|dbj|AP031573.1|,1,105,857,961,2.49E-45,195,100,100,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,92,Other,Bacteria,78,92,26999,0.002888996,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Petrel,0
consensus_SQK-RBK114-96_barcode92_0_106(29),gi|2746294705|dbj|AP031573.1|,1,120,857,976,1.39E-53,222,100,100,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,92,Other,Bacteria,29,92,26999,0.001074114,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Petrel,0
consensus_SQK-RBK114-96_barcode92_0_23(57),gi|909719411|gb|KR809877.1|,1,232,2887,3118,8.18E-114,424,99.569,100,KR809877.1,Mucor lusitanicus,Mucor,lusitanicus,92,Other,Bacteria,57,92,26999,0.002111189,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_47(53),gi|1519514830|gb|CP033917.1|,1,215,578561,578347,4.53E-106,398,100,100,CP033917.1,Chryseobacterium sp. G0201,Chryseobacterium,sp.,92,Other,Bacteria,53,92,26999,0.001963036,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Petrel,0
consensus_SQK-RBK114-96_barcode92_0_44(138),gi|2548163737|gb|CP130045.1|,3,229,1444072,1444299,4.85E-111,414,99.561,99,CP130045.1,Flavobacterium sp. ZE23DGlu08,Flavobacterium,sp.,92,Other,Bacteria,138,92,26999,0.0051113,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_126(956),gi|2548195263|gb|CP130042.1|,10,333,1416921,1417245,8.93E-165,593,99.692,97,CP130042.1,Flavobacterium pectinovorum,Flavobacterium,pectinovorum,92,Other,Bacteria,956,92,26999,0.035408719,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_98(40),gi|2746294705|dbj|AP031573.1|,1,171,793,963,9.91E-82,316,100,100,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,92,Other,Bacteria,40,92,26999,0.001481536,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Petrel,0
consensus_SQK-RBK114-96_barcode92_0_111(108),gi|2575820137|emb|OY730256.1|,2,180,78206,78027,3.80E-81,315,98.343,99,OY730256.1,uncultured Flavobacterium sp.,uncultured,Flavobacterium,92,Other,Bacteria,108,92,26999,0.004000148,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_59(65),gi|2548195263|gb|CP130042.1|,1,162,1417147,1416988,3.38E-71,281,98.148,100,CP130042.1,Flavobacterium pectinovorum,Flavobacterium,pectinovorum,92,Other,Bacteria,65,92,26999,0.002407497,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_69(31),gi|1712897335|gb|CP042170.1|,5,132,22269,22396,2.63E-56,231,99.219,96,CP042170.1,Flavobacterium sp. KBS0721,Flavobacterium,sp.,92,Other,Bacteria,31,92,26999,0.001148191,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_65(37),gi|2575820137|emb|OY730256.1|,1,124,78080,78203,1.88E-52,219,98.387,100,OY730256.1,uncultured Flavobacterium sp.,uncultured,Flavobacterium,92,Other,Bacteria,37,92,26999,0.001370421,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_128(19),gi|1519514830|gb|CP033917.1|,1,182,578597,578416,8.17E-88,337,100,100,CP033917.1,Chryseobacterium sp. G0201,Chryseobacterium,sp.,92,Other,Bacteria,19,92,26999,0.00070373,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Petrel,0
consensus_SQK-RBK114-96_barcode92_0_138(74),gi|2476884915|gb|CP114284.2|,3,166,520525,520360,4.47E-75,294,98.795,98,CP114284.2,Flavobacterium sp. IMCC34518,Flavobacterium,sp.,92,Other,Bacteria,74,92,26999,0.002740842,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_56(364),gi|2548195263|gb|CP130042.1|,1,297,1416921,1417214,2.24E-145,529,98.99,100,CP130042.1,Flavobacterium pectinovorum,Flavobacterium,pectinovorum,92,Other,Bacteria,364,92,26999,0.013481981,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_131(206),gi|2746294705|dbj|AP031573.1|,1,155,928,774,6.86E-73,287,100,100,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,92,Other,Bacteria,206,92,26999,0.007629912,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Petrel,0
consensus_SQK-RBK114-96_barcode92_0_73(97),gi|2548195263|gb|CP130042.1|,1,194,1417020,1417214,8.78E-93,353,99.487,100,CP130042.1,Flavobacterium pectinovorum,Flavobacterium,pectinovorum,92,Other,Bacteria,97,92,26999,0.003592726,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_91(2020),gi|2575820137|emb|OY730256.1|,1,278,78229,77950,3.54E-138,505,99.286,99,OY730256.1,uncultured Flavobacterium sp.,uncultured,Flavobacterium,92,Other,Bacteria,2020,92,26999,0.074817586,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_11(30),gi|2243791475|emb|OW971873.1|,1,138,1545,1682,1.66E-63,255,100,100,OW971873.1,Mucor piriformis,Mucor,piriformis,92,Other,Bacteria,30,92,26999,0.001111152,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_14(54),gi|2243791475|emb|OW971873.1|,1,180,1456,1635,1.06E-86,333,100,98,OW971873.1,Mucor piriformis,Mucor,piriformis,92,Other,Bacteria,54,92,26999,0.002000074,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_102(16),gi|1384925755|gb|CP020919.1|,1,203,1296135,1295933,1.98E-99,375,100,100,CP020919.1,Flavobacterium kingsejongi,Flavobacterium,kingsejongi,92,Other,Bacteria,16,92,26999,0.000592615,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
consensus_SQK-RBK114-96_barcode92_0_101(30),gi|2243791475|emb|OW971873.1|,10,319,1747,1437,2.40E-155,562,99.357,97,OW971873.1,Mucor piriformis,Mucor,piriformis,92,Other,Bacteria,30,92,26999,0.001111152,0,1,5-10,MarVer,No wash,St Kilda,3088,"100% bird, adult storm petrel",Storm petrel,0
